paper_id,title,year,authors,abstract,venue,url
7d006306c329d287c338d3dc9281502177b7b780,Detection of Advanced Persistent Threats using Artificial Intelligence for Deep Packet Inspection,2021,A. Dijk,"Advanced persistent threats (APT’s) are stealthy threat actors with the skills to gain covert control of the computer network for an extended period of time. They are the highest cyber attack risk factor for large companies and states. A successful attack via an APT can cost millions of dollars, can disrupt civil life and has the capabilities to do physical damage. APT groups are typically state-sponsored and are considered the most effective and skilled cyber attackers. Attacks of APT’s are executed in several stages as pointed out in the Lockheed Martin cyber kill chain (CKC). Each of these APT stages can potentially be identified as patterns in network traffic. Using the ""APT-2020"" dataset, that compiles the characteristics and stages of an APT, we carried out experiments on the detection of anomalous traffic for all APT stages. We compare several artificial intelligence models, like a stacked auto encoder, a recurrent neural network and a one class state vector machine and show significant improvements on detection in the data exfiltration stage. This dataset is the first to have a data exfiltration stage included to experiment on. According to APT-2020’s authors current models have the biggest challenge specific to this stage. We introduce a method to successfully detect data exfiltration by analyzing the payload of the network traffic flow. This flow based deep packet inspection approach improves detection compared to other state of the art methods.",2021 IEEE International Conference on Big Data (Big Data),https://www.semanticscholar.org/paper/7d006306c329d287c338d3dc9281502177b7b780
73952038b33fb9d69fc5ac58a25c1fa196eab07a,Detection of Malicious Binaries by Applying Machine Learning Models on Static and Dynamic Artefacts,2021,Anantha Rao Chukka; V. Devi,"In recent times malware attacks on government and private organizations are rising. These attacks are carried out to steal confidential information which leads to loss of privacy, intellectual property issues and loss of revenue. These attacks are sophisticated and described as Advanced Persistent Threats(APT). The payloads used in this type of attacks are polymorphic and metamorphic in nature and contains stealth and root-kit components. As a result the conventional defence mechanisms like rule-based and signature-based methods fail to detect these malware. So modern approaches rely on static and dynamic analysis to detect sophisticated malware. However this process generates huge log files. The domain expert needs to review these logs to classify whether the binary is malicious or benign which is tedious, time consuming and expensive. Our work uses machine learning models trained on the datasets, created using the analysis logs, to overcome these problems. In this paper a number of supervised machine learning models are presented to classify the binary as malicious or benign. In this work we have used automated malware analysis framework to collect run time behavioural artefacts. Static analysis mainly focuses on collecting binary meta information, import functions and opcode sequences. The dataset is created by collecting malware from online sources and benign files from windows operating system and third party software.","International Conference on Internet of Things, Big Data and Security",https://doi.org/10.5220/0010379600290037
4ad5bf0d924c4d042e1ea6b873bcdfd3623422ba,Near-real-time Anomaly Detection in Encrypted Traffic using Machine Learning Techniques,2021,Daniele Ucci; Filippo Sobrero; F. Bisio; Matteo Zorzino,"In the last decade, the adoption of HTTPS for securing Internet communications increased by up to 90%. Threat actors adapted to this transition to HTTPS by writing more sophisticated malware that encrypt their communications with command-and-control centers. On the other hand, network security appliances are limited by the impossibility of inspecting packet payloads for deeper investigations. In this paper, we propose a cybersecurity analytics which monitors encrypted network flows and extracts features to detect possible occurring attacks and anomalies, by combining machine learning with a statistical approach. The analytics is embedded in a network security monitoring platform, named ararnis®, which provides cybersecurity analysts with a comprehensive overview of the monitored network and its traffic to support them in the identification of potentially malicious activities taking place. The detection capabilities of the proposed analytics have been tested both on a benign and a malicious dataset. This latter has been assembled by our security analysts and includes packet captures of samples and tools, respectively, developed and used by worldwide leading threat actors. Results show 96.6% accuracy on the malicious dataset, with a false positive rate approximatively equal to 0.001% when the analytics monitors legitimate encrypted network traffic.",IEEE Symposium Series on Computational Intelligence,https://www.semanticscholar.org/paper/4ad5bf0d924c4d042e1ea6b873bcdfd3623422ba
31811be880ca8b25232944a3f5700c9685d3bb31,Optimization of APT attack detection based on a model combining ATTENTION and deep learning,2021,Cho Do Xuan; Duc Duong,"Nowadays, early detecting and warning Advanced Persistent Threat (APT) attacks is a major challenge for intrusion monitoring and prevention systems. Current studies and proposals for APT attack detection often focus on combining machine-learning techniques and APT malware behavior analysis techniques based on network traffic. To improve the efficiency of APT attack detection, this paper proposes a new approach based on a combination of deep learning networks and ATTENTION networks. The proposed process for APT attack detection in this study is as follows: Firstly, all data of network traffic is pre-processed, and analyzed by the CNN-LSTM deep learning network, which is a combination of Convolutional Neural Network (CNN) and Long Short Term Memory (LSTM). Then, instead of being used directly for classification, this data is analyzed and evaluated by the ATTENTION network. Finally, the output data of the ATTENTION network is classified to identify APT attacks. The optimization proposal for detecting APT attacks in this study is a novel proposal. It hasn’t been proposed and applied by any research. Some scenarios for comparing and evaluating the method proposed in this study with other approaches (implemented in section 4.4) show the superior effectiveness of our proposed approach. The results prove that the proposed method not only has scientific significance but also has practical significance because the model combining deep learning with ATTENTION network has helped improve the efficiency of analyzing and detecting APT malware based on network traffic.",Journal of Intelligent & Fuzzy Systems,https://www.semanticscholar.org/paper/31811be880ca8b25232944a3f5700c9685d3bb31
db4d62c594d30739e3c70134ac8af267019de7eb,Poirot: Causal Correlation Aided Semantic Analysis for Advanced Persistent Threat Detection,2021,Jian Yang; Qi Zhang; Xiaofeng Jiang; Shuangwu Chen; Feng Yang,"The volatile, covert and slow multistage attack patterns of Advanced Persistent Threat (APT) present a tricky challenge of APT detection, which are vital for organisations to protect their critical assets. In this article, we aim to develop system that aggregates and uses existing systems’ alerts to detect APTs. In order to achieve this, we propose a causal correlation aided semantic analysis system, called Poirot, for detecting the multi-stage threats over a long-time span from existing systems’ alerts. Poirot is capable of autonomously mining causality between anomalous events, which instructs us in reorganizing the original alerts and in constructing alert-chains. The system further exploits the Latent Dirichlet Allocation (LDA) to model the semantic context of the alert-chains. This LDA model facilitates us to carry out the semantic analysis for capturing the latent attack intent as well as for reconstructing the APT scenario. We use an alert dataset provided by a cyber security company to verify the proposed Poirot in terms of the detection accuracy and the capability of attack scenario reconstruction. The experiment results are presented to show the achievable performance of the proposed semantic analysis based APT detection.",IEEE Transactions on Dependable and Secure Computing,https://www.semanticscholar.org/paper/db4d62c594d30739e3c70134ac8af267019de7eb
a78beef2be0161a012557ff25fc4a605a313eea1,RDP-based Lateral Movement detection using Machine Learning,2021,Tim Bai; Haibo Bian; M. A. Salahuddin; Abbas Abou Daya; N. Limam; R. Boutaba,"Abstract Detecting cyber threats has been an on-going research endeavor. In this era, Advanced Persistent Threats (APTs) can incur significant costs for organizations and businesses. The ultimate goal of cybersecurity is to thwart attackers from achieving their malicious intent, whether it is credential stealing, infrastructure takeover, or program sabotage. Every cyber attack goes through several stages before its termination. Lateral Movement (LM) is one of those stages that is of particular importance. Remote Desktop Protocol (RDP) is a method used in LM to successfully authenticate to an unauthorized host that leaves footprints on both host and network logs. In this paper, we propose to detect evidence of LM using Machine Learning (ML) and Windows RDP event logs. We explore different feature sets extracted from these logs and evaluate various supervised ML techniques for classifying RDP sessions with high precision and recall. We also compare the performance of our proposed approach to a state-of-the-art approach and demonstrate that our ML model outperforms in classifying RDP sessions in Windows event logs. In addition, we show that our model is robust against certain types of adversarial attacks.",Computer Communications,https://www.semanticscholar.org/paper/a78beef2be0161a012557ff25fc4a605a313eea1
cd407ba05124e23daf49cda956247697a88af2e9,SBI Model for the Detection of Advanced Persistent Threat Based on Strange Behavior of Using Credential Dumping Technique,2021,Nachaat Mohamed; B. Belaton,"This study investigated the shift from the manual approach of processing data to the digitized method making organizational data prone to attack by cybercriminals. The latest threat Advanced Persistent Threats (APT) was originated by the United States Air Force in 2006 by Colonel Greg Rattray. APT is constantly ravaging industries and governments, which causes severe damages including data loss, espionage, sabotage, leak, or forceful pay of ransom money to the attackers. This study introduces a new model built on Adversarial Tactics Techniques and Common Knowledge (ATT&CK) matrix for detecting APT attack. This is to identify the APT on the first potential victim when the attackers use credential dumping technique. Strange Behavior Inspection Model incorporating several models investigates and monitors APT behavioral features in the CPU, RAM, windows registry, and file systems proposed to detect APT Attack at the first potential victim machine. The Strange Behavior Inspection (SBI) Model proposed in this paper is designed to detect the attack before being developed to more advanced phases. The results of this study are presented at four levels:1- random access memory, 2-central processing unit, 3- windows registry, and 4- file systems. This study proposes a unique model as evidence to detect APT attacks before any other techniques are used. The proposed model reduces the detection time from nine-months to 2.7 minutes.",IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09380629.pdf
9ea6ee1ecf4e9eebc456cc9a777eb53f861307ec,SecKG: Leveraging attack detection and prediction using knowledge graphs,2021,Siwar Kriaa; Yahia Chaabane,"Advanced persistent threats targeting sensitive corporations, are becoming today stealthier and more complex, coordinating different attacks steps and lateral movements, and trying to stay undetected for long time. Classical security solutions that rely on signature-based detection can be easily thwarted by malware using obfuscation and encryption techniques. More recent solutions are using machine learning approaches for detecting outliers. Nevertheless, the majority of them reason on tabular unstructured data which can lead to missing obvious conclusions. We propose in this paper a novel approach that leverages a combination of both knowledge graphs and machine learning techniques to detect and predict attacks. Using Cyber Threat Intelligence (CTI), we built a knowledge graph that processes event logs in order to not only detect attack techniques, but also learn how to predict them.","International Conference on Information, Communications and Signal Processing",https://www.semanticscholar.org/paper/9ea6ee1ecf4e9eebc456cc9a777eb53f861307ec
2649ad52cc3af96b8f9e228b9af68d2f00796c12,The Influences of Feature Sets on the Detection of Advanced Persistent Threats,2021,Katharina Hofer-Schmitz; U. Kleb; Branka Stojanović,"This paper investigates the influences of different statistical network traffic feature sets on detecting advanced persistent threats. The selection of suitable features for detecting targeted cyber attacks is crucial to achieving high performance and to address limited computational and storage costs. The evaluation was performed on a semi-synthetic dataset, which combined the CICIDS2017 dataset and the Contagio malware dataset. The CICIDS2017 dataset is a benchmark dataset in the intrusion detection field and the Contagio malware dataset contains real advanced persistent threat (APT) attack traces. Several different combinations of datasets were used to increase variety in background data and contribute to the quality of results. For the feature extraction, the CICflowmeter tool was used. For the selection of suitable features, a correlation analysis including an in-depth feature investigation by boxplots is provided. Based on that, several suitable features were allocated into different feature sets. The influences of these feature sets on the detection capabilities were investigated in detail with the local outlier factor method. The focus was especially on attacks detected with different feature sets and the influences of the background on the detection capabilities with respect to the local outlier factor method. Based on the results, we could determine a superior feature set, which detected most of the malicious flows.",Electronics,https://www.mdpi.com/2079-9292/10/6/704/pdf?version=1616078178
9b5ef1409f1d576335f71f6a849b4624dfa3c626,VPN-nonVPN Traffic Classification Using Deep Reinforced Naive Bayes and Fuzzy K-means Clustering,2021,Abhishek Gupta,"This paper addresses one of the attack methods where threat actors break into secure networks through virtual private networks (VPN) to launch tunneling based encrypted attacks, obfuscated advanced persistent threats and malware. The paper proposes Naive Bayes augmented with deep reinforcement learning (DRL) and fuzzy k-means clustering to classify VPN and non-VPN data. The proposed method is validated on the publicly available UNB-CIC VPN non-VPN dataset and shows an accuracy comparable to other state-of-the-art machine learning algorithms for traffic characterization. The proposed approach for traffic characterization of traffic classes (e.g., FTP and P2P) and application identification (e.g., Netflix and Amazon Prime) is analyzed for traffic-class detection efficiency and accuracy, and the ability to distinguish between VPN and non-VPN network traffic. The experimental results reveal that an optimum network traffic classification is achieved for ‘NB+DRL’ approach, where DRL is used to reinforce the NB classification model through iterative policy evaluation and improvement and achieves recall of 0.96 in traffic categorization and 0.95 in application identification. This is further improved with fuzzy k-means clustering to reduce computational costs for encrypted network traffic classification using ‘NB+DRL+fuzzy k-means clustering’, where the class partitions based on k-means converge to a local minimum based on dissimilarity measures for given packet features. The test set F1 scores of 0.973 and 0.965 are achieved for traffic characterization and application identification, respectively.",International Conference on Distributed Computing Systems Workshops,https://www.semanticscholar.org/paper/9b5ef1409f1d576335f71f6a849b4624dfa3c626
d3144e4c42900f0f249611f94f83dbf91a58fba0,A DNS-based Data Exfiltration Traffic Detection Method for Unknown Samples,2022,Ruiling Gan; Jiawen Diao; Xiang Cui; Shouyou Song,"The advanced persistent threat (APT) is one of the most serious threats to cyberspace security. Posting back of exfiltrated data by way of DNS covert channels has become increasingly popular among APT attackers. Early detection techniques were mainly based on rule matching, whose accuracy may be affected by the subjectivity of the researchers. The rise of machine learning technology solves this problem. However, the current DNS traffic detection models based on machine learning lack the open-source datasets for training and they will lose detection accuracy for unknown malicious traffic whose abnormal points are different from the observed samples. As for the problem of insufficient data set, we propose a sample set enhancement method that simulating DNS attacks in the cyber range and using the captured flow as the training set. Regarding the detection of unknown malicious traffic, we put forward four new features (domain readability, domain structure, second-level domain phishing and IP discreteness) based on the principles for constructing malicious traffic. We use the decision tree algorithm to implement a detection model. In the unknown DNS data leakage traffic tests, our model achieved an average detection rate of 99.925%. After applying our sample set and feature set enhanced schemes to the existing work, the experimental results show that the enhanced detection model can detect unknown DNS data leakage traffic that could not be detected previously.",International Conference on Data Science in Cyberspace,https://www.semanticscholar.org/paper/d3144e4c42900f0f249611f94f83dbf91a58fba0
26e67035c7de94527c6eea678fb5ee8c3a73aed2,A Review on Machine Learning based Security Approaches in Intrusion Detection System,2022,D. N. P. Suthishni; K. S. S. Kumar,"The rapid growth and advances in communication and Internet technologies result in efficient business transactions, communications as well as collaborations. However, this global system of interconnected networks increases the visibility and transparency of resources and data. As a result, threats actors utilize the vulnerabilities of networks to perform malicious activities and pose challenges for security. An Intrusion Detection System (IDS) is a software/tool to detect intrusions in network to protect resources by inspecting the traffic. Threat actors evolve with new techniques and technologies to release new threats for information technology resources. Threats are dynamic in nature and type. A traditional signature and experts rules-based techniques are no longer sufficient to detect ever-evolving threats. Machine Learning (ML) algorithms play a vital role in network cyber security. The two classifications of ML algorithms are shallow modes and deep learning (DL) models. These techniques increase the accuracy rate and reduce false rates on intrusion detection. ML techniques boost the performance of the IDS significantly. In this work, we perform a literature review of existing studies on ML-based IDSs. As a result, we present our findings and potential future research directions in this work. From the literature review, we revealed deep learning models outperform shallow ML models according to the evaluation measures such as execution time, complexity, accuracy and error rate. Moreover, we highlighted various research challenges in intrusion detection and also proposed potential solutions to resolve those challenges.",International Conference on Computing for Sustainable Global Development,https://www.semanticscholar.org/paper/26e67035c7de94527c6eea678fb5ee8c3a73aed2
905b1a067943ff7e00fd901d4d72307eed78f569,A Survey on Blockchain and Artificial Intelligence Technologies for Enhancing Security and Privacy in Smart Environments,2022,Oumaima Fadi; Karim Zkik; A. E. Ghazi; M. Boulmalf,"Smart environments consist of a collection of sensors, actuators, and numerous computing units that improve human life. With the booming of smart environments, data generation has been notably increasing in recent years, which must be managed in a smart and optimal manner. The components (i.e., workstations and cloud) used for data processing are not the best to recommend since it is risky and resource costing. For that matter, enterprises, firms and companies are deploying blockchain technologies (BT) as a more suitable alternative. In fact, blockchain is a distributed transaction ledger ensuring the reliability and transparency of data. However, BT faces some inherent security challenges such as DoS, eclipse and double spending attacks as well as Advanced Persistent Threat (APT) and malware. Thus, advanced anomaly detection and mitigation approaches, especially the ones using artificial intelligence (AI) techniques (e. g. Machine Learning, Deep Learning, Federated Learning) are required to address the aforementioned issues. In combination, AI and BT are capable of detecting anomalies within blockchain networks with high accuracy. In this paper, with a focus on cyber security issues, we explore the challenges of blockchain deployment in smart environments. Additionally, we explore the use of anomaly detection AI-based techniques as a ledger of blockchain technologies to address the security issues in smart environments. Thus, we propose a framework that emphasizes the challenges of BT, values and capabilities of BT-AI integration. We also present research trends to highlight potential research paths for improving the security of blockchain networks using artificial intelligence.",IEEE Access,https://www.semanticscholar.org/paper/905b1a067943ff7e00fd901d4d72307eed78f569
dfb8d8f09d55e77605c91a52db11a86086132f71,AI-enabled threat intelligence for early detection of intrusions in U.S. federal information systems,2022,Clifford Godwin Amomo,"This study examines how Artificial Intelligence (AI) can be used to improve threat intelligence to ensure early warning of intrusions in the U.S. federal information systems. This paper concentrates on applying machine learning based models to network traffic and endpoint telemetry data in order to detect behavioral evidence of system compromise, including lateral movement and privilege escalation, prior to serious breaches. It is also seen that a federated learning model is developed to guarantee the privacy of data and the sharing of intelligence between federal agencies, including CISA, DHS, and DoD. The first one is to enhance the national cybersecurity defense posture by facilitating faster detection of advanced persistent threats and insider attacks. The introduction of AI makes this research relevant to the support of the Zero-Trust strategy, which is required by the Executive Order 14028, which makes federal systems more capable of handling the changes in cyber threats. The expected result is a stronger and more effective system of averting massive data breaches of computer networks of vital government systems.",International Journal of Science and Research Archive,https://www.semanticscholar.org/paper/dfb8d8f09d55e77605c91a52db11a86086132f71
c623059e9c9b2bae4d5661e6e99ddea276f6d07a,AISLE: Self-supervised Representation Learning for the Investigation of Advanced Persistent Threat,2022,Zian Jia; Xiaosu Wang; Yun Xiong; Yao Zhang; Jinjing Zhao,"Advanced Persistent Threats (APT) are difficult to detect and defend due to their high variability and concealment. Current APT detection and investigation approaches suffer from two major problems. First, most recent models heavily rely on heuristic rules derived from a large amount of expensive prior knowledge, which in turn prevents the models from generalizing to new types of APT attacks. Second, the development of existing fully supervised models is limited by the scarcity of APT attack data. In this paper, we first construct the provenance graph by introducing logical entities to reduce the dependency on prior knowledge. Then we propose a novel self-supervised representation-learning based model, AISLE, for the investigation of the APT attack, which consists of a graph structure encoder (GSE) and an entity interaction pattern encoder (IPE). The GSE employs a graph attention auto-encoder to effectively compress the structural information of the graph; and the IPE employs a LSTM auto-encoder to extract the interaction patterns of entities from their interaction history. The two entity embeddings calculated respectively by the two auto-encoders are concatenated to form the final representation of the entity, which is evaluated by the attack investigation module to identify attack entities. Our model is evaluated on ten real-world APT attacks in a realistic virtual environment. The results show that our model can achieve superior generalization ability and consistently outperform the latest state-of-the-art APT attack investigation approaches.",International Conference on Data Science in Cyberspace,https://www.semanticscholar.org/paper/c623059e9c9b2bae4d5661e6e99ddea276f6d07a
